"INTERCLASSE";"CODE_UN";"CODICIONE";"NOME_CORSO";"COD_CLASSE";"DES_CLASSE";"ID_COMUNE";"COMUNE";"ID_REGIONE_MACRO_ISTAT";"REGIONE_MACRO_ISTAT";"ID_CLASSE";"DURATA";"ANNO";"CODICE";"DESCRIZIONE";"NUMERATORE";"DENOMINATORE";"INDICATORE";"NUM_ATENEO";"DEN_ATENEO";"IND_ATENEO";"NUM_ITA_NOTELE";"DEN_ITA_NOTELE";"IND_ITA_NOTELE";"NUM_AREA_NOTELE";"DEN_AREA_NOTELE";"IND_AREA_NOTELE";"X";"CORSO";"CORSO_SEDE"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC04";"Percentuale iscritti al primo anno (LM) laureati in altro Ateneo";37;84;0,44047619047619;15;43;0,348837209302326;38,6242038216561;113,585987261146;0,340043739135311;37,3863636363636;104,863636363636;0,356523623753793;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC05";"Rapporto studenti regolari/docenti (professori a tempo indeterminato, ricercatori a tempo indeterminato, ricercatori di tipo a e tipo b)";165;8;20,625;80;12;6,66666666666667;190,883333333333;15,0388888888889;12,6926486885851;192,255319148936;15,3404255319149;12,5325936199723;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC07";"Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - Laureati che dichiarano di svolgere un'attivita† lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.)";21;24;0,875;32;35;0,914285714285714;59,2809917355372;66,1322314049587;0,896400899775056;65,5294117647059;72,1764705882353;0,907905460472698;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC07BIS";"Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - laureati che dichiarano di svolgere un'attivita† lavorativa e regolamentata da un contratto, o di svolgere attivit√† di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.)";21;24;0,875;32;35;0,914285714285714;57,5321100917431;65,4495412844037;0,879029997196524;58,7;66,4;0,884036144578313;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC07TER";"Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - Laureati non impegnati in formazione non retribuita che dichiarano di svolgere un'attivita† lavorativa e regolamentata da un contratto";21;23;0,91304347826087;32;34;0,941176470588235;57,5321100917431;64,5688073394495;0,891020176186417;58,7;65,7;0,893455098934551;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC08";"Percentuale dei docenti di ruolo che appartengono a settori scientifico-disciplinari (SSD) di base e caratterizzanti per corso di studio (L, LMCU, LM), di cui sono docenti di riferimento";4;5;0,8;5;5;1;6,00833333333333;6,51388888888889;0,922388059701493;6,32978723404255;7,02127659574468;0,901515151515151;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC09";"Valori dellindicatore di Qualita† della ricerca dei docenti per le lauree magistrali (QRDLM) (valore di riferimento: 0,8)";62,42;70;0,891714285714286;192,84;170;1,13435294117647;176,9455;170,5863125;1,03727841587525;162,775333333333;165,783555555556;0,981854519815663;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC10";"Percentuale di CFU conseguiti allestero dagli studenti regolari sul totale dei CFU conseguiti dagli studenti entro la durata normale del corso";488;6477;0,0753435232360661;147;3129;0,0469798657718121;509,20253164557;9427,77848101266;0,0540108714551464;376,455555555556;8333,18888888889;0,0451754497077949;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC10BIS";"Percentuale di CFU conseguiti allestero dagli iscritti sul totale dei CFU conseguiti dagli studenti";488;6968;0,0700344431687715;201;3680;0,0546195652173913;527,452830188679;10041,5943396226;0,0525268012577872;390,811111111111;9204,78888888889;0,0424573682056804;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC11";"Percentuale di laureati (L, LM, LMCU) entro la durata normale del corso che hanno acquisito almeno 12 CFU all'estero";13;39;0,333333333333333;6;30;0,2;18,5845070422535;79,6760563380282;0,233250839667668;16,8536585365854;67,8292682926829;0,248471772743617;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC12";"Percentuale di studenti iscritti al primo anno del corso di laurea (L) e laurea magistrale (LM, LMCU) che hanno conseguito il precedente titolo di studio all'estero";0;84;0;0;43;0;5,47133757961783;113,585987261146;0,0481691246565356;5;104,863636363636;0,0476809709579541;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC13";"Percentuale di CFU conseguiti al I anno su CFU da conseguire*";32,6891891891892;60;0,54481981981982;37,3055555555556;60;0,621759259259259;48,5456901338928;60,1234567901235;0,807433449865568;49,2667634955217;60,2666666666667;0,817479482779674;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC14";"Percentuale di studenti che proseguono nel II anno nello stesso corso di studio*";64;74;0,864864864864865;34;36;0,944444444444444;98,4458598726115;102,292993630573;0,96239103362391;89,3636363636364;93,6818181818182;0,953905870936439;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC15";"Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 20 CFU al I anno*";58;74;0,783783783783784;27;36;0,75;93,2738853503185;102,292993630573;0,911830635118306;84,2954545454545;93,6818181818182;0,899805919456575;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC15BIS";"Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 1/3 dei CFU previsti al I anno *";58;74;0,783783783783784;27;36;0,75;93,3885350318471;102,292993630573;0,912951432129514;84,1590909090909;93,6818181818182;0,898350315380883;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC16";"Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 40 CFU al I anno*";31;74;0,418918918918919;22;36;0,611111111111111;74,3566878980892;102,292993630573;0,726899128268991;65,7727272727273;93,6818181818182;0,702086365841824;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC16BIS";"Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno *";32;74;0,432432432432432;22;36;0,611111111111111;74,5987261146497;102,292993630573;0,729265255292653;65;93,6818181818182;0,69383794274624;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC17";"Percentuale di immatricolati (L, LM, LMCU) che si laureano entro un anno oltre la durata normale del corso nello stesso corso di studio*";59;74;0,797297297297297;31;43;0,720930232558139;90,2836879432624;105,446808510638;0,85620123755717;79,4878048780488;94,7317073170732;0,83908341915551;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC18";"Percentuale di laureati che si iscriverebbero di nuovo allo stesso corso di studio";40;49;0,816326530612245;31;42;0,738095238095238;64,5801526717557;84,9083969465649;0,760586172795109;61,3589743589744;81,0512820512821;0,757038911736792;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC19";"Ore di docenza erogata da docenti assunti a tempo indeterminato sul totale delle ore di docenza erogata";336;420;0,8;648;1116;0,580645161290323;656,936111111111;1058,77;0,620471028751392;697,659574468085;1178,29787234043;0,592091007583965;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC19BIS";"Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo B sul totale delle ore di docenza erogata";384;420;0,914285714285714;696;1116;0,623655913978495;697,558333333333;1058,77;0,658838400533953;740;1178,29787234043;0,628024557602022;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC19TER";"Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo A e B sul totale delle ore di docenza";384;420;0,914285714285714;696;1116;0,623655913978495;739,769444444444;1058,77;0,698706465468841;791,212765957447;1178,29787234043;0,671487901769592;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC21";"Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno*";67;74;0,905405405405405;34;36;0,944444444444444;99;102,292993630573;0,967808219178082;90,0681818181818;93,6818181818182;0,961426491994178;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC22";"Percentuale di immatricolati (L, LM, LMCU) che si laureano, nel CdS, entro la durata normale del corso*";57;75;0,76;26;31;0,838709677419355;73,1324503311258;97,9933774834437;0,746299925660607;62,5581395348837;88,6279069767442;0,705851482550512;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC23";"Percentuale di immatricolati (L, LM, LMCU) che proseguono la carriera al secondo anno in un differente CdS dellAteneo *";3;74;0,0405405405405405;0;36;0;0,331210191082803;102,292993630573;0,00323785803237858;0,522727272727273;93,6818181818182;0,00557981562348375;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC24";"Percentuale di abbandoni del CdS dopo N+1 anni*";10;74;0,135135135135135;10;43;0,232558139534884;5,4113475177305;105,446808510638;0,0513182674199623;5,53658536585366;94,7317073170732;0,0584449021627188;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC25";"Percentuale di laureandi complessivamente soddisfatti del CdS";48;49;0,979591836734694;41;42;0,976190476190476;77,8778625954198;84,9083969465649;0,917198597500674;74,1538461538462;81,0512820512821;0,914900347991142;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC26";"Percentuale di Laureati occupati a un anno dal Titolo (LM, LMCU) - Laureati che dichiarano di svolgere un'attivita† lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.)";21;32;0,65625;18;29;0,620689655172414;45,872;63,76;0,719447929736512;49,3333333333333;67,3611111111111;0,732371134020619;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC26BIS";"Percentuale di Laureati occupati a un anno dal Titolo (LM, LMCU) - laureati che dichiarano di svolgere un'attivita† lavorativa e regolamentata da un contratto, o di svolgere attivit√† di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.)";21;32;0,65625;18;29;0,620689655172414;41,9279279279279;62,5585585585586;0,670218894009217;38,8709677419355;59,7741935483871;0,650296815974096;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC26TER";"Percentuale di Laureati occupati a un anno dal Titolo (LM, LMCU) - Laureati non impegnati in formazione non retribuita che dichiarano di svolgere un'attivita† lavorativa e regolamentata da un contratto";21;31;0,67741935483871;18;27;0,666666666666667;41,9279279279279;58,990990990991;0,710751374465486;38,8709677419355;56,3225806451613;0,690148911798396;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC27";"Rapporto studenti iscritti/docenti complessivo (pesato per le ore di docenza)";197;3,5;56,2857142857143;120;9,3;12,9032258064516;229,472222222222;8,425625;27,2350386140164;241,191489361702;9,09237588652482;26,5267837990679;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2019;"iC28";"Rapporto studenti iscritti al primo anno/docenti degli insegnamenti del primo anno (pesato per le ore di docenza)";82;2;41;43;5,4;7,96296296296296;108,5;4,93636574074074;21,9797328031287;131,765957446808;5,36063829787234;24,5802738638619;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00a";"Avvii di carriera al primo anno (L, LMCU, LM)";108;0;108;66;0;66;121,191358024691;0;121,191358024691;113,2;0;113,2;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00c";"Se LM, Iscritti per la prima volta a LM";78;0;78;45;0;45;107,586419753086;0;107,586419753086;100,088888888889;0;100,088888888889;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00d";"Iscritti (L, LMCU, LM)";208;0;208;132;0;132;263,896341463415;0;263,896341463415;248,869565217391;0;248,869565217391;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00e";"Iscritti Regolari ai fini del CSTD (L, LMCU, LM)";178;0;178;107;0;107;226,220858895706;0;226,220858895706;205,95652173913;0;205,95652173913;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00f";"Iscritti Regolari ai fini del CSTD, immatricolati puri * al CdS in oggetto (L, LMCU, LM)";162;0;162;89;0;89;207,957055214724;0;207,957055214724;188,978260869565;0;188,978260869565;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00g";"laureati (L, LM, LMCU) entro la durata normale del corso";59;0;59;34;0;34;79,6118421052632;0;79,6118421052632;65,9069767441861;0;65,9069767441861;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC00h";"laureati (L, LM, LMCU)";77;0;77;52;0;52;101,282894736842;0;101,282894736842;91,9767441860465;0;91,9767441860465;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC01";"Percentuale di studenti iscritti entro la durata normale del CdS che abbiano acquisito almeno 40 CFU nell'a.s.";72;178;0,404494382022472;54;107;0,504672897196262;156,730061349693;226,220858895706;0,692818788306124;137,54347826087;205,95652173913;0,667827739075364;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC02";"Percentuale di laureati (L, LM, LMCU) entro la durata normale del corso";59;77;0,766233766233766;34;52;0,653846153846154;79,6118421052632;101,282894736842;0,786034426761936;65,9069767441861;91,9767441860465;0,716561314791403;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC02BIS";"Percentuale di laureati (L, LM, LMCU) entro un anno oltre la durata normale del corso";74;77;0,961038961038961;43;52;0,826923076923077;94,5065789473684;101,282894736842;0,933095160766483;83,7441860465116;91,9767441860465;0,910493046776233;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
0;63;410107307800001;"MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77";"Scienze economico-aziendali";41067;"URBINO";3;"CENTRO";3078;2;2020;"iC04";"Percentuale iscritti al primo anno (LM) laureati in altro Ateneo";43;108;0,398148148148148;26;66;0,393939393939394;43,4814814814815;121,191358024691;0,35878368053787;41,8;113,2;0,369257950530035;NA;"LM-77 - MARKETING E COMUNICAZIONE PER LE AZIENDE";"LM-77 - URBINO"
